RowNumber,Country,Region - Broad,Region - Specific,Data_Protection_Law,Data_Protection_Law_Source,DPA_Independence,DPA_Independence_Source,Children_Data_Safeguards,Children_Data_Safeguards_Source,COP_Strategy,COP_Strategy_Source,SOGI_Sensitive_Data,SOGI_Sensitive_Data_Source,LGBTQ_Legal_Status,LGBTQ_Legal_Status_Source,Promotion_Propaganda_Offences,Promotion_Propaganda_Offences_Source,AI_Policy_Status,AI_Policy_Status_Source,DPIA_Required_High_Risk_AI,DPIA_Required_High_Risk_AI_Source,SIM_Biometric_ID_Linkage,SIM_Biometric_ID_Linkage_Source,DP,DI,CD,CS,SD,LS,PO,AI,HR,ID,protection_index,Risk_index,region_norm,RowNumber.1,OLD_MAX,OLD_MIN,OLD_MAX - OLD_MIN,NEW_MAX,NEW_MIN,NEW_MAX-NEW_MIN
77,Hungary,Europe,EU,"In force (GDPR + Privacy Act 2011, amended)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (NAIH),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR COP + national child policies),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/hungary/,Yes (EU Safer Internet Centre + national initiatives),https://www.unicef.org/hungary/,Yes (GDPR),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (registered partnerships only; no marriage equality),https://www.humandignitytrust.org/country-profile/hungary/; https://ilga.org/ilga-world-maps/,Yes (2021 anti-LGBTQ propaganda law),https://ilga.org/ilga-world-maps/,Adopted (National AI Strategy 2020; EU AI Act alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=HU; https://www.unesco.org/ethics-ai/en/global-hub,Yes (GDPR Art. 35),https://gdpr-info.eu/art-35-gdpr/,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,77,,,,,,
83,Ireland,Europe,EU,"In force (GDPR + Data Protection Act, 2018)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Data Protection Commission),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR COP + Digital Safety Commissioner),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/ireland/,Yes (EU Safer Internet Centre + national initiatives),https://www.unicef.org/ireland/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (since 2015),https://www.humandignitytrust.org/country-profile/ireland/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,"Adopted (AI – Here for Good, 2021)",https://en.unesco.org/artificial-intelligence/observatory/policies?country=IE; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No (ID required; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,83,,,,,,
85,Italy,Europe,EU,"In force (GDPR + Data Protection Code, amended)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Garante),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR + national COP frameworks),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/italy/,Yes (EU Safer Internet Centre + national initiatives),https://www.unicef.org/italy/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (civil unions recognised since 2016; no marriage equality),https://www.humandignitytrust.org/country-profile/italy/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted (National AI Strategy 2021; EU AI Act alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=IT; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No (SIM requires ID; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,85,,,,,,
95,Latvia,Europe,EU,In force (GDPR + national law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Data State Inspectorate),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (GDPR COP + national frameworks),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/latvia/,Yes (EU Safer Internet Centre),https://www.unicef.org/latvia/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (no criminalisation; constitutional ban on marriage equality),https://www.humandignitytrust.org/country-profile/latvia/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted (AI Strategy 2020; EU AI Act alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=LV; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No (SIM requires ID; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,95,,,,,,
101,Lithuania,Europe,EU,In force (GDPR + national law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (State Data Protection Inspectorate),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/lithuania/,Yes (EU Safer Internet Centre),https://www.unicef.org/lithuania/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (no marriage equality; partnerships debated),https://www.humandignitytrust.org/country-profile/lithuania/; https://ilga.org/ilga-world-maps/,Proposed/Unclear (Law on Minors restricts LGBTQ content),https://ilga.org/ilga-world-maps/,Adopted (AI Strategy 2019),https://en.unesco.org/artificial-intelligence/observatory/policies?country=LT; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,101,,,,,,
102,Luxembourg,Europe,EU,In force (GDPR + national law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (CNPD),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/luxembourg/,Yes (EU Safer Internet Centre),https://www.unicef.org/luxembourg/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (since 2015),https://www.humandignitytrust.org/country-profile/luxembourg/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted (AI Strategy 2019; EU AI Act alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=LU; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,102,,,,,,
108,Malta,Europe,EU,In force (GDPR + national law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (Information and Data Protection Commissioner),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/malta/,Yes (EU Safer Internet Centre),https://www.unicef.org/malta/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (full rights),https://www.humandignitytrust.org/country-profile/malta/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,"Adopted (AI in Malta Strategy, 2019)",https://en.unesco.org/artificial-intelligence/observatory/policies?country=MT; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No (SIM requires ID; no biometrics),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,108,,,,,,
123,Netherlands,Europe,EU,In force (GDPR + national law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong (Dutch Data Protection Authority),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/netherlands/,Yes (EU Safer Internet Centre),https://www.unicef.org/netherlands/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (since 2001),https://www.humandignitytrust.org/country-profile/netherlands/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted (Dutch AI Strategy 2019; EU AI Act alignment),https://en.unesco.org/artificial-intelligence/observatory/policies?country=NL; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,123,,,,,,
138,Poland,Europe,EU,In force — GDPR,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — UODO,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/poland/,Yes — EU Safer Internet Centre,https://www.unicef.org/poland/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — no marriage equality,https://www.humandignitytrust.org/country-profile/poland/; https://ilga.org/ilga-world-maps/,Yes — “LGBT-free zones”,https://ilga.org/ilga-world-maps/,Adopted — National AI Policy 2020,https://en.unesco.org/artificial-intelligence/observatory/policies?country=PL; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,138,,,,,,
139,Portugal,Europe,EU,In force — GDPR,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — CNPD,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/portugal/,Yes — EU Safer Internet Centre,https://www.unicef.org/portugal/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage — since 2010,https://www.humandignitytrust.org/country-profile/portugal/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — National AI Strategy 2019,https://en.unesco.org/artificial-intelligence/observatory/policies?country=PT; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,139,,,,,,
143,Romania,Europe,EU,In force — GDPR,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — ANSPDCP,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/romania/,Yes — EU Safer Internet Centre,https://www.unicef.org/romania/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — no marriage equality,https://www.humandignitytrust.org/country-profile/romania/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early — AI Strategy under development,https://en.unesco.org/artificial-intelligence/observatory/policies?country=RO; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,143,,,,,,
158,Slovakia,Europe,EU,In force — GDPR,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — Office for Personal Data Protection,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/slovakia/,Yes — EU Safer Internet,https://www.unicef.org/slovakia/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — no marriage equality,https://www.humandignitytrust.org/country-profile/slovakia/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,"Adopted — National AI Strategy (2019), EU AI Act alignment",https://en.unesco.org/artificial-intelligence/observatory/policies?country=SK; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,158,,,,,,
159,Slovenia,Europe,EU,In force — GDPR,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — IP-RS,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/slovenia/,Yes — EU Safer Internet,https://www.unicef.org/slovenia/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage — marriage equality since 2022,https://www.humandignitytrust.org/country-profile/slovenia/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — National AI Strategy (2020),https://en.unesco.org/artificial-intelligence/observatory/policies?country=SI; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,159,,,,,,
164,Spain,Europe,EU,In force — GDPR + Organic Law 3/2018,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — AEPD,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/spain/,Yes — EU Safer Internet Centre,https://www.unicef.org/spain/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage — since 2005,https://www.humandignitytrust.org/country-profile/spain/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — Spain AI Strategy 2020,https://en.unesco.org/artificial-intelligence/observatory/policies?country=ES; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,164,,,,,,
169,Sweden,Europe,EU,In force — GDPR,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong — Datainspektionen,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/sweden/,Yes — EU Safer Internet,https://www.unicef.org/sweden/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage — since 2009,https://www.humandignitytrust.org/country-profile/sweden/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — National AI Strategy 2018,https://en.unesco.org/artificial-intelligence/observatory/policies?country=SE; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://gdpr-info.eu/art-35-gdpr/,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,169,,,,,,
